Price,Date Sold,Suburb,Num Bath,Num Bed,Num Parking,Property Size,Type,Suburb Population,Suburb Median Income,Cash Rate,Property Inflation Index,Km From Cbd,Population (Rounded)*,Median House Price (2020),Median House Price (2021),Percentage Change,Median House Rent (Per Week),Median Apartment Price (2020),Median Apartment Rent (Per Week),Public Housing Percentage,Avg. Years Held,Time To Cbd (Public Transport) [Town Hall St],Time To Cbd (Driving) [Town Hall St]
1620000,2018-05-31,Rozelle,2,2,0,121,House,8725,75764,1.5,169.8,3.3,9000.0,1700000.0,2000000.0,17.65,815.0,1150000.0,595.0,2.0,11.3,15.0,10.0
1525000,2018-05-31,Marrickville,1,3,0,297,House,26592,41236,1.5,169.8,7.23,28000.0,1400000.0,1700000.0,21.43,750.0,740000.0,500.0,5.0,13.4,20.0,35.0
1300000,2018-06-13,Turramurra,2,4,2,620,House,11919,49920,1.5,166.6,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
1550000,2018-06-14,Camperdown,1,3,1,164,House,10341,46228,1.5,166.6,3.63,11000.0,1350000.0,1800000.0,33.33,785.0,760000.0,620.0,4.0,11.7,20.0,15.0
1860000,2018-06-15,Rozelle,2,3,0,177,House,8725,75764,1.5,166.6,3.3,9000.0,1700000.0,2000000.0,17.65,815.0,1150000.0,595.0,2.0,11.3,15.0,10.0
1180000,2018-06-15,Turramurra,2,3,2,233,Apartment,11919,49920,1.5,166.6,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
1105000,2018-06-15,Kingswood,1,3,1,797,House,9301,33228,1.5,166.6,46.09,9500.0,620000.0,740000.0,19.35,390.0,420000.0,360.0,11.0,11.0,60.0,50.0
1000000,2018-06-15,Rooty Hill,3,5,2,582,House,14704,33176,1.5,166.6,35.32,15000.0,660000.0,750000.0,13.64,430.0,570000.0,435.0,4.0,14.0,50.0,45.0
2175000,2018-06-16,Newtown,2,3,1,121,House,15029,55484,1.5,166.6,4.73,16000.0,1400000.0,1750000.0,25.0,795.0,690000.0,490.0,4.0,11.6,15.0,15.0
1320000,2018-06-16,Newtown,1,2,0,132,House,15029,55484,1.5,166.6,4.73,16000.0,1400000.0,1750000.0,25.0,795.0,690000.0,490.0,4.0,11.6,15.0,15.0
880000,2018-06-16,Girraween,1,3,1,740,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
620000,2018-06-16,Casula,1,3,2,390,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
900000,2018-06-18,Casula,2,4,4,620,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
750000,2018-06-18,Mount Annan,2,4,2,706,House,11703,43680,1.5,166.6,46.81,11750.0,740000.0,825000.0,11.49,480.0,725000.0,350.0,1.0,10.5,110.0,60.0
1300000,2018-06-19,Marrickville,1,2,0,202,House,26592,41236,1.5,166.6,7.23,28000.0,1400000.0,1700000.0,21.43,750.0,740000.0,500.0,5.0,13.4,20.0,35.0
3500000,2018-06-21,Mosman,3,4,2,620,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
1675000,2018-06-21,Woolooware,2,4,2,765,House,3962,44408,1.5,166.6,20.92,4000.0,1700000.0,2000000.0,17.65,900.0,750000.0,540.0,0.0,15.0,50.0,40.0
780000,2018-06-22,Turramurra,1,2,1,99,Apartment,11919,49920,1.5,166.6,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
540000,2018-06-22,Casula,1,2,2,186,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
2100000,2018-06-23,Enfield,4,6,2,690,House,2833,33280,1.5,166.6,10.88,3000.0,1250000.0,1650000.0,32.0,600.0,635000.0,470.0,4.0,16.2,45.0,25.0
2010000,2018-06-23,Asquith,3,5,3,790,House,3376,40924,1.5,166.6,21.32,3500.0,1100000.0,1400000.0,27.27,590.0,625000.0,510.0,1.0,15.5,50.0,40.0
1900000,2018-06-23,Cheltenham,2,4,2,772,House,2243,48152,1.5,166.6,17.09,2500.0,1550000.0,2000000.0,29.03,760.0,725000.0,500.0,0.0,14.5,45.0,25.0
1801000,2018-06-23,Horsley Park,3,5,3,4500,House,1837,32604,1.5,166.6,33.57,2000.0,2250000.0,2800000.0,24.44,480.0,725000.0,500.0,2.0,13.0,90.0,40.0
1650000,2018-06-23,Camperdown,1,2,0,196,House,10341,46228,1.5,166.6,3.63,11000.0,1350000.0,1800000.0,33.33,785.0,760000.0,620.0,4.0,11.7,20.0,15.0
1443300,2018-06-23,Turramurra,2,4,2,526,House,11919,49920,1.5,166.6,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
1080000,2018-06-23,Rozelle,1,2,0,125,House,8725,75764,1.5,166.6,3.3,9000.0,1700000.0,2000000.0,17.65,815.0,1150000.0,595.0,2.0,11.3,15.0,10.0
775000,2018-06-23,Casula,2,4,1,556,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
2100000,2018-06-24,Cammeray,2,3,1,272,House,7006,72020,1.5,166.6,4.73,7000.0,2200000.0,2500000.0,13.64,1100.0,950000.0,610.0,1.0,14.0,30.0,10.0
780000,2018-06-25,Casula,2,4,2,600,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
580000,2018-06-25,Mount Annan,1,3,1,353,House,11703,43680,1.5,166.6,46.81,11750.0,740000.0,825000.0,11.49,480.0,725000.0,350.0,1.0,10.5,110.0,60.0
560000,2018-06-25,Girraween,1,2,1,124,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
690000,2018-06-26,Plumpton,2,4,3,555,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
632500,2018-06-26,Ruse,2,5,1,613,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
2900000,2018-06-27,Forest Lodge,4,4,2,392,House,4583,55276,1.5,166.6,3.18,4750.0,1700000.0,1950000.0,14.71,950.0,880000.0,610.0,6.0,11.5,25.0,12.0
1795000,2018-06-27,Lane Cove,2,3,0,739,House,10817,58084,1.5,166.6,6.67,11000.0,2250000.0,2600000.0,15.56,880.0,810000.0,550.0,1.0,14.0,30.0,20.0
1679000,2018-06-27,Middle Cove,2,3,2,1024,House,1340,53404,1.5,166.6,8.07,1500.0,1900000.0,2400000.0,26.32,1050.0,725000.0,500.0,0.0,13.0,40.0,15.0
775000,2018-06-27,Casula,2,4,3,380,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
2380000,2018-06-28,Mosman,1,3,0,286,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
1840000,2018-06-28,St Ives,2,4,2,930,House,17300,48464,1.5,166.6,15.99,17500.0,1900000.0,2300000.0,21.05,1050.0,915000.0,635.0,0.0,11.9,50.0,30.0
1011000,2018-06-29,Rozelle,1,2,1,139,House,8725,75764,1.5,166.6,3.3,9000.0,1700000.0,2000000.0,17.65,815.0,1150000.0,595.0,2.0,11.3,15.0,10.0
658000,2018-06-29,Casula,1,3,1,392,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
607000,2018-06-29,Wentworthville,1,2,2,125,House,11318,34320,1.5,166.6,23.17,11500.0,950000.0,1150000.0,21.05,480.0,530000.0,430.0,7.0,13.2,35.0,35.0
2038000,2018-06-30,Roseville,2,3,1,679,House,10082,51896,1.5,166.6,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
593000,2018-06-30,Raby,1,3,1,559,House,5944,39104,1.5,166.6,40.23,6000.0,600000.0,700000.0,16.67,435.0,725000.0,500.0,0.0,12.7,80.0,50.0
1350000,2018-07-13,Hurstville,2,3,1,402,House,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
1099000,2018-07-13,Wentworthville,2,4,4,923,House,11318,34320,1.5,166.6,23.17,11500.0,950000.0,1150000.0,21.05,480.0,530000.0,430.0,7.0,13.2,35.0,35.0
787500,2018-07-13,Wattle Grove,2,3,1,309,House,8952,44096,1.5,166.6,26.82,9000.0,800000.0,890000.0,11.25,525.0,725000.0,485.0,1.0,12.6,70.0,40.0
600000,2018-07-13,Wentworthville,2,2,1,116,Apartment,11318,34320,1.5,166.6,23.17,11500.0,950000.0,1150000.0,21.05,480.0,530000.0,430.0,7.0,13.2,35.0,35.0
1900000,2018-07-14,Rozelle,2,4,0,240,House,8725,75764,1.5,166.6,3.3,9000.0,1700000.0,2000000.0,17.65,815.0,1150000.0,595.0,2.0,11.3,15.0,10.0
735000,2018-07-14,Ashfield,2,2,2,128,Apartment,23841,35412,1.5,166.6,8.08,25000.0,1500000.0,1750000.0,16.67,650.0,680000.0,480.0,1.0,14.8,20.0,20.0
680000,2018-07-14,Casula,1,3,2,565,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
630000,2018-07-14,Ashfield,1,2,1,69,Apartment,23841,35412,1.5,166.6,8.08,25000.0,1500000.0,1750000.0,16.67,650.0,680000.0,480.0,1.0,14.8,20.0,20.0
1850000,2018-07-16,Hurstville,3,6,1,776,House,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
432000,2018-07-16,Girraween,1,2,1,105,Apartment,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
752000,2018-07-17,Girraween,2,3,1,162,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
1875000,2018-07-18,Freshwater,2,3,1,381,House,8866,57044,1.5,166.6,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
685000,2018-07-18,Casula,1,3,2,708,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
2000000,2018-07-19,Cherrybrook,2,4,2,609,House,18765,39936,1.5,166.6,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
430000,2018-07-20,Ruse,1,2,0,569,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
2355000,2018-07-21,Ashbury,3,4,2,580,House,3329,38636,1.5,166.6,9.41,3500.0,1450000.0,1750000.0,20.69,750.0,725000.0,500.0,0.0,17.8,40.0,20.0
1890000,2018-07-21,Hurstville,3,6,2,569,House,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
1650000,2018-07-21,St Ives,0,0,0,1353,Land,17300,48464,1.5,166.6,15.99,17500.0,1900000.0,2300000.0,21.05,1050.0,915000.0,635.0,0.0,11.9,50.0,30.0
1228000,2018-07-21,Forest Lodge,2,2,1,117,Apartment,4583,55276,1.5,166.6,3.18,4750.0,1700000.0,1950000.0,14.71,950.0,880000.0,610.0,6.0,11.5,25.0,12.0
585000,2018-07-21,Hurstville,1,1,1,91,Apartment,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
640000,2018-07-23,Raby,1,3,4,680,House,5944,39104,1.5,166.6,40.23,6000.0,600000.0,700000.0,16.67,435.0,725000.0,500.0,0.0,12.7,80.0,50.0
620000,2018-07-23,Plumpton,1,3,2,518,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
3100000,2018-07-25,Chippendale,2,3,2,200,Apartment,8617,28080,1.5,166.6,2.52,9000.0,1450000.0,1600000.0,10.34,950.0,745000.0,650.0,6.0,14.1,10.0,10.0
635000,2018-07-25,Girraween,1,2,1,137,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
862000,2018-07-26,Girraween,2,4,2,441,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
1500000,2018-07-27,Woolooware,2,3,2,594,House,3962,44408,1.5,166.6,20.92,4000.0,1700000.0,2000000.0,17.65,900.0,750000.0,540.0,0.0,15.0,50.0,40.0
680000,2018-07-27,Casula,3,4,3,702,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
2850000,2018-07-28,Roseville,4,5,3,916,House,10082,51896,1.5,166.6,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
1798888,2018-07-28,Pyrmont,2,3,2,166,Apartment,12813,57772,1.5,166.6,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
1650000,2018-07-28,Port Hacking,1,3,1,784,House,1093,55120,1.5,166.6,23.74,1100.0,1800000.0,2300000.0,27.78,637.5,725000.0,500.0,0.0,15.8,80.0,45.0
695000,2018-07-28,Wentworthville,1,3,2,256,House,11318,34320,1.5,166.6,23.17,11500.0,950000.0,1150000.0,21.05,480.0,530000.0,430.0,7.0,13.2,35.0,35.0
683000,2018-07-31,Ruse,2,5,2,562,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
815000,2018-08-13,Girraween,2,4,1,412,House,5590,35152,1.5,166.6,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
6400000,2018-08-14,Mosman,2,5,2,1232,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
675000,2018-08-14,Ruse,1,3,1,575,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
1260000,2018-08-15,Peakhurst,2,4,3,695,House,10539,31876,1.5,166.6,17.67,11000.0,970000.0,1250000.0,28.87,630.0,700000.0,505.0,8.0,11.0,50.0,35.0
705000,2018-08-15,Lurnea,1,3,1,556,House,9311,22724,1.5,166.6,29.97,9500.0,640000.0,800000.0,25.0,440.0,495000.0,395.0,16.0,10.1,80.0,40.0
685000,2018-08-15,Plumpton,2,4,2,400,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
660000,2018-08-16,Erskineville,1,1,1,88,Apartment,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
576000,2018-08-16,Ruse,2,3,3,1021,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
425000,2018-08-16,Rosemeadow,1,3,1,270,House,7862,32864,1.5,166.6,46.98,8000.0,550000.0,690000.0,25.45,400.0,440000.0,330.0,11.0,12.7,105.0,60.0
2625000,2018-08-17,Mosman,2,4,1,490,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
612500,2018-08-17,Rosemeadow,1,3,1,872,House,7862,32864,1.5,166.6,46.98,8000.0,550000.0,690000.0,25.45,400.0,440000.0,330.0,11.0,12.7,105.0,60.0
2230000,2018-08-18,Pyrmont,2,3,2,218,Apartment,12813,57772,1.5,166.6,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
1925000,2018-08-18,Freshwater,2,3,0,581,House,8866,57044,1.5,166.6,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
840000,2018-08-18,Casula,2,4,2,786,House,15662,30368,1.5,166.6,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
730000,2018-08-18,Wattle Grove,2,3,2,450,House,8952,44096,1.5,166.6,26.82,9000.0,800000.0,890000.0,11.25,525.0,725000.0,485.0,1.0,12.6,70.0,40.0
1200000,2018-08-20,Hurstville,1,3,1,575,House,29822,25116,1.5,166.6,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
2150000,2018-08-21,Cammeray,2,3,1,303,House,7006,72020,1.5,166.6,4.73,7000.0,2200000.0,2500000.0,13.64,1100.0,950000.0,610.0,1.0,14.0,30.0,10.0
624000,2018-08-22,Ruse,2,4,2,577,House,5584,36764,1.5,166.6,41.01,5750.0,600000.0,700000.0,16.67,425.0,725000.0,350.0,2.0,13.5,85.0,55.0
765000,2018-08-23,Cromer,1,2,1,114,Apartment,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
4250000,2018-08-24,Roseville,5,5,2,855,House,10082,51896,1.5,166.6,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
1890000,2018-08-24,Riverview,1,4,1,695,House,3354,51740,1.5,166.6,6.44,3500.0,2350000.0,2800000.0,19.15,1100.0,725000.0,500.0,0.0,13.4,50.0,20.0
1775000,2018-08-24,Cromer,2,5,2,556,House,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
2600000,2018-08-25,Cromer,3,5,3,1012,House,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
1756000,2018-08-25,Marsfield,1,4,1,607,House,13297,32448,1.5,166.6,13.73,13500.0,1650000.0,1950000.0,18.18,715.0,800000.0,510.0,3.0,10.8,55.0,25.0
1650000,2018-08-25,Palm Beach,2,4,2,942,House,1593,54704,1.5,166.6,31.42,1750.0,3400000.0,3750000.0,10.29,1080.0,725000.0,750.0,0.0,12.8,110.0,60.0
1240000,2018-08-25,Marsfield,1,3,2,582,House,13297,32448,1.5,166.6,13.73,13500.0,1650000.0,1950000.0,18.18,715.0,800000.0,510.0,3.0,10.8,55.0,25.0
1199000,2018-08-25,Mount Pritchard,3,5,2,1012,House,9955,24128,1.5,166.6,28.89,10000.0,640000.0,750000.0,17.19,430.0,725000.0,360.0,10.0,15.3,80.0,45.0
1180000,2018-08-25,Erskineville,1,3,0,144,House,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
810000,2018-08-25,Guildford,1,3,4,607,House,22331,23140,1.5,166.6,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
700000,2018-08-25,Guildford,1,4,3,538,House,22331,23140,1.5,166.6,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
1273000,2018-08-27,Cherrybrook,2,4,2,679,House,18765,39936,1.5,166.6,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2182000,2018-08-28,Rose Bay,2,3,1,285,House,10053,60008,1.5,166.6,5.26,10500.0,3800000.0,4200000.0,10.53,1690.0,1250000.0,660.0,0.0,11.0,35.0,20.0
1818000,2018-08-28,Cherrybrook,3,5,3,841,House,18765,39936,1.5,166.6,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
3250000,2018-08-29,Mosman,2,4,2,809,House,28475,67340,1.5,166.6,5.42,30000.0,3550000.0,4200000.0,18.31,1650.0,1050000.0,590.0,0.0,11.8,40.0,30.0
1230000,2018-08-29,Sandringham,4,4,1,335,House,1238,39728,1.5,166.6,16.06,1300.0,1700000.0,2300000.0,35.29,740.0,820000.0,510.0,0.0,12.9,50.0,30.0
978000,2018-08-29,Erskineville,1,2,1,112,House,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
930000,2018-08-29,Freshwater,1,2,1,60,Apartment,8866,57044,1.5,166.6,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
650000,2018-08-29,Plumpton,1,3,1,584,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
605000,2018-08-30,Guildford,2,3,2,213,House,22331,23140,1.5,166.6,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
1550000,2018-08-31,Forest Lodge,1,3,0,101,House,4583,55276,1.5,166.6,3.18,4750.0,1700000.0,1950000.0,14.71,950.0,880000.0,610.0,6.0,11.5,25.0,12.0
1387500,2018-08-31,Cromer,3,4,2,594,House,7592,40144,1.5,166.6,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
720000,2018-08-31,Erskineville,2,2,1,101,Apartment,8014,71812,1.5,166.6,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
720000,2018-08-31,Raby,2,4,2,599,House,5944,39104,1.5,166.6,40.23,6000.0,600000.0,700000.0,16.67,435.0,725000.0,500.0,0.0,12.7,80.0,50.0
675000,2018-08-31,Plumpton,2,3,3,540,House,9209,35620,1.5,166.6,36.79,9250.0,635000.0,730000.0,14.96,430.0,500000.0,425.0,0.0,13.5,80.0,40.0
472000,2018-08-31,Wentworthville,1,2,1,98,Apartment,11318,34320,1.5,166.6,23.17,11500.0,950000.0,1150000.0,21.05,480.0,530000.0,430.0,7.0,13.2,35.0,35.0
2780000,2018-09-13,Summer Hill,2,3,2,645,House,7311,51636,1.5,160.5,7.42,7750.0,1700000.0,2100000.0,23.53,770.0,770000.0,475.0,1.0,15.2,30.0,20.0
2240000,2018-09-13,Cromer,5,5,2,1012,House,7592,40144,1.5,160.5,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
1330000,2018-09-13,Pyrmont,2,2,1,129,Apartment,12813,57772,1.5,160.5,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
635000,2018-09-13,Westmead,2,2,1,160,Apartment,16309,40040,1.5,160.5,21.55,16500.0,1100000.0,1500000.0,36.36,485.0,565000.0,445.0,8.0,17.8,35.0,35.0
1760000,2018-09-14,Pyrmont,2,2,1,147,Apartment,12813,57772,1.5,160.5,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
1400000,2018-09-14,Daceyville,2,5,1,355,House,1209,20800,1.5,160.5,7.21,1250.0,1470000.0,1900000.0,29.25,750.0,725000.0,500.0,69.0,13.0,40.0,15.0
1253000,2018-09-14,Kyle Bay,2,4,2,522,House,1035,47528,1.5,160.5,17.07,1100.0,1900000.0,2300000.0,21.05,637.5,725000.0,500.0,0.0,13.0,50.0,30.0
700000,2018-09-14,Guildford,1,3,2,435,House,22331,23140,1.5,160.5,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
3230000,2018-09-15,Roseville,3,5,2,835,House,10082,51896,1.5,160.5,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
2710000,2018-09-15,Sans Souci,2,3,3,1018,House,10304,37336,1.5,160.5,15.92,10500.0,1450000.0,1700000.0,17.24,690.0,760000.0,495.0,3.0,12.7,50.0,30.0
1730000,2018-09-15,Cherrybrook,2,4,3,760,House,18765,39936,1.5,160.5,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
1725000,2018-09-15,Kyle Bay,2,3,1,727,House,1035,47528,1.5,160.5,17.07,1100.0,1900000.0,2300000.0,21.05,637.5,725000.0,500.0,0.0,13.0,50.0,30.0
1710000,2018-09-15,Allawah,1,3,2,790,House,5706,31928,1.5,160.5,14.87,6000.0,1200000.0,1350000.0,12.5,580.0,650000.0,430.0,2.0,14.5,25.0,30.0
1566000,2018-09-15,Chatswood,2,3,1,575,House,24913,38324,1.5,160.5,8.15,26500.0,2200000.0,2550000.0,15.91,925.0,1000000.0,615.0,1.0,15.2,25.0,20.0
849000,2018-09-15,Cabramatta,2,3,2,556,House,21783,20644,1.5,160.5,25.6,22000.0,850000.0,1000000.0,17.65,420.0,400000.0,340.0,4.0,12.3,55.0,45.0
800000,2018-09-15,Asquith,2,3,1,878,House,3376,40924,1.5,160.5,21.32,3500.0,1100000.0,1400000.0,27.27,590.0,625000.0,510.0,1.0,15.5,50.0,40.0
1900000,2018-09-17,Cherrybrook,3,4,3,700,House,18765,39936,1.5,160.5,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
580000,2018-09-18,Richmond,1,3,1,531,House,5482,32812,1.5,160.5,50.79,5500.0,625000.0,750000.0,20.0,425.0,445000.0,365.0,5.0,10.4,90.0,55.0
560000,2018-09-18,Earlwood,1,2,2,94,Apartment,17741,35412,1.5,160.5,9.84,18500.0,1400000.0,1700000.0,21.43,690.0,775000.0,515.0,1.0,13.8,45.0,25.0
2350000,2018-09-19,Lindfield,3,5,2,1357,House,9791,51064,1.5,160.5,10.35,10000.0,2850000.0,3150000.0,10.53,1000.0,1000000.0,620.0,0.0,13.2,35.0,25.0
807500,2018-09-19,Wattle Grove,1,3,2,504,House,8952,44096,1.5,160.5,26.82,9000.0,800000.0,890000.0,11.25,525.0,725000.0,485.0,1.0,12.6,70.0,40.0
3650000,2018-09-21,Lindfield,5,5,2,1003,House,9791,51064,1.5,160.5,10.35,10000.0,2850000.0,3150000.0,10.53,1000.0,1000000.0,620.0,0.0,13.2,35.0,25.0
2900000,2018-09-21,Kyeemagh,6,5,2,533,House,919,34528,1.5,160.5,10.35,1000.0,1400000.0,1650000.0,17.86,637.5,725000.0,410.0,1.0,16.6,45.0,25.0
1270000,2018-09-21,Chatswood,2,3,2,308,Apartment,24913,38324,1.5,160.5,8.15,26500.0,2200000.0,2550000.0,15.91,925.0,1000000.0,615.0,1.0,15.2,25.0,20.0
