Price,Date Sold,Suburb,Num Bath,Num Bed,Num Parking,Property Size,Type,Suburb Population,Suburb Median Income,Cash Rate,Property Inflation Index,Km From Cbd,Population (Rounded)*,Median House Price (2020),Median House Price (2021),Percentage Change,Median House Rent (Per Week),Median Apartment Price (2020),Median Apartment Rent (Per Week),Public Housing Percentage,Avg. Years Held,Time To Cbd (Public Transport) [Town Hall St],Time To Cbd (Driving) [Town Hall St]
1155000,2021-06-16,Wattle Grove,2,5,2,610,House,8952,44096,0.1,210.1,26.82,9000.0,800000.0,890000.0,11.25,525.0,725000.0,485.0,1.0,12.6,70.0,40.0
1070000,2021-06-16,Spring Farm,3,6,3,483,House,4307,53196,0.1,210.1,50.15,4500.0,675000.0,780000.0,15.56,505.0,725000.0,370.0,0.0,4.4,110.0,55.0
880000,2021-06-16,Quakers Hill,2,3,2,550,House,27080,40196,0.1,210.1,33.29,27500.0,775000.0,910000.0,17.42,465.0,575000.0,440.0,4.0,12.8,50.0,45.0
5013000,2021-06-17,Port Hacking,3,5,5,916,House,1093,55120,0.1,210.1,23.74,1100.0,1800000.0,2300000.0,27.78,637.5,725000.0,500.0,0.0,15.8,80.0,45.0
4000000,2021-06-17,Padstow,3,6,4,2744,House,13306,32292,0.1,210.1,19.07,14000.0,965000.0,1150000.0,19.17,585.0,695000.0,440.0,8.0,11.0,40.0,30.0
3350000,2021-06-17,Constitution Hill,4,6,2,2752,House,3966,31096,0.1,210.1,23.17,4000.0,875000.0,1000000.0,14.29,480.0,725000.0,435.0,16.0,12.1,60.0,35.0
2300000,2021-06-17,Pennant Hills,3,5,2,739,House,7287,43472,0.1,210.1,18.83,7500.0,1400000.0,1800000.0,28.57,660.0,770000.0,490.0,2.0,12.6,50.0,35.0
1650000,2021-06-17,Banksia,1,3,0,380,House,3388,33904,0.1,210.1,10.82,3500.0,1050000.0,1250000.0,19.05,650.0,620000.0,450.0,0.0,14.6,20.0,25.0
762000,2021-06-17,Quakers Hill,1,3,1,557,House,27080,40196,0.1,210.1,33.29,27500.0,775000.0,910000.0,17.42,465.0,575000.0,440.0,4.0,12.8,50.0,45.0
3550000,2021-06-18,Roseville,2,3,2,635,House,10082,51896,0.1,210.1,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
3370000,2021-06-18,Tamarama,2,3,0,234,House,1622,73528,0.1,210.1,6.8,1750.0,5000000.0,6300000.0,26.0,1800.0,1250000.0,920.0,1.0,13.3,35.0,20.0
3000000,2021-06-18,Matraville,1,3,1,318,House,9804,36452,0.1,210.1,11.18,10000.0,1600000.0,1850000.0,15.63,1000.0,910000.0,570.0,13.0,12.1,45.0,25.0
2900000,2021-06-18,Botany,5,4,3,197,House,10817,46800,0.1,210.1,9.37,11000.0,1500000.0,1700000.0,13.33,780.0,790000.0,600.0,6.0,10.6,35.0,20.0
2440000,2021-06-18,Sandringham,3,4,2,376,House,1238,39728,0.1,210.1,16.06,1300.0,1700000.0,2300000.0,35.29,740.0,820000.0,510.0,0.0,12.9,50.0,30.0
1970000,2021-06-18,Penrith,1,2,1,1574,House,13295,32240,0.1,210.1,49.99,13500.0,630000.0,750000.0,19.05,410.0,450000.0,380.0,11.0,10.6,60.0,50.0
1500000,2021-06-18,Asquith,3,7,4,837,House,3376,40924,0.1,210.1,21.32,3500.0,1100000.0,1400000.0,27.27,590.0,625000.0,510.0,1.0,15.5,50.0,40.0
1000000,2021-06-18,St Marys,1,4,2,708,House,12195,32760,0.1,210.1,42.31,12250.0,585000.0,720000.0,23.08,370.0,445000.0,360.0,8.0,12.0,60.0,50.0
5410000,2021-06-19,Castle Cove,3,6,2,759,House,2554,50856,0.1,210.1,8.8,2750.0,2500000.0,3300000.0,32.0,1100.0,725000.0,500.0,0.0,17.3,35.0,20.0
4500000,2021-06-19,Northbridge,3,4,1,603,House,6347,60060,0.1,210.1,6.03,6500.0,3000000.0,3500000.0,16.67,1200.0,1100000.0,675.0,0.0,15.4,35.0,15.0
4250000,2021-06-19,Killara,2,4,3,1328,House,10574,49452,0.1,210.1,11.7,11000.0,2650000.0,2950000.0,11.32,1100.0,890000.0,625.0,0.0,13.7,25.0,25.0
3343000,2021-06-19,Sylvania,5,5,4,721,House,10479,37284,0.1,210.1,19.33,10750.0,1250000.0,1600000.0,28.0,755.0,845000.0,510.0,3.0,11.8,50.0,40.0
3120000,2021-06-19,Quakers Hill,0,0,0,1012,Land,27080,40196,0.1,210.1,33.29,27500.0,775000.0,910000.0,17.42,465.0,575000.0,440.0,4.0,12.8,50.0,45.0
3115000,2021-06-19,Erskineville,2,4,0,186,House,8014,71812,0.1,210.1,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
3100000,2021-06-19,Ingleburn,3,9,0,1730,House,15039,33124,0.1,210.1,36.04,15000.0,645000.0,750000.0,16.28,415.0,410000.0,365.0,6.0,13.1,55.0,50.0
2500000,2021-06-19,Greenacre,2,3,2,2023,House,24373,22672,0.1,210.1,14.61,24500.0,910000.0,1100000.0,20.88,580.0,590000.0,445.0,12.0,13.3,50.0,30.0
2470000,2021-06-19,Erskineville,1,3,1,125,House,8014,71812,0.1,210.1,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2370000,2021-06-19,Cammeray,1,3,1,235,House,7006,72020,0.1,210.1,4.73,7000.0,2200000.0,2500000.0,13.64,1100.0,950000.0,610.0,1.0,14.0,30.0,10.0
2170000,2021-06-19,Kingsgrove,3,5,4,519,House,12446,30576,0.1,210.1,13.14,12500.0,1200000.0,1500000.0,25.0,610.0,620000.0,470.0,6.0,18.2,30.0,30.0
2145000,2021-06-19,Ermington,3,5,2,460,House,10737,33644,0.1,210.1,15.0,11000.0,1200000.0,1400000.0,16.67,570.0,725000.0,510.0,17.0,11.7,50.0,30.0
2100000,2021-06-19,Ashfield,1,3,2,468,House,23841,35412,0.1,210.1,8.08,25000.0,1500000.0,1750000.0,16.67,650.0,680000.0,480.0,1.0,14.8,20.0,20.0
1975000,2021-06-19,Denistone,2,4,2,654,House,3751,40040,0.1,210.1,13.34,4000.0,1550000.0,2000000.0,29.03,720.0,980000.0,610.0,0.0,13.2,30.0,25.0
1950000,2021-06-19,Dolls Point,2,3,3,292,House,1661,45136,0.1,210.1,15.45,1700.0,1900000.0,1500000.0,-100.0,637.5,700000.0,460.0,1.0,13.0,50.0,25.0
1930000,2021-06-19,Matraville,2,4,4,538,House,9804,36452,0.1,210.1,11.18,10000.0,1600000.0,1850000.0,15.63,1000.0,910000.0,570.0,13.0,12.1,45.0,25.0
1911000,2021-06-19,Balgowlah,1,2,1,227,Apartment,7961,56576,0.1,210.1,9.16,8000.0,2150000.0,2600000.0,20.93,1050.0,1100000.0,620.0,1.0,10.4,40.0,25.0
1900000,2021-06-19,Enmore,1,3,0,247,House,3880,53872,0.1,210.1,5.37,4000.0,1400000.0,1750000.0,25.0,845.0,650000.0,440.0,1.0,11.1,30.0,20.0
1795000,2021-06-19,Narraweena,2,4,1,426,House,6608,34008,0.1,210.1,14.02,6750.0,1450000.0,1800000.0,24.14,795.0,725000.0,550.0,17.0,13.3,60.0,30.0
1590000,2021-06-19,Naremburn,2,3,2,157,Apartment,5884,67184,0.1,210.1,5.36,6000.0,2100000.0,2600000.0,23.81,1000.0,1150000.0,630.0,3.0,12.3,25.0,10.0
1475000,2021-06-19,Clemton Park,2,4,2,342,House,1666,26572,0.1,210.1,11.95,1750.0,1150000.0,1400000.0,21.74,645.0,725000.0,520.0,8.0,13.0,45.0,25.0
1446000,2021-06-19,Como,2,3,2,574,House,3977,49296,0.1,210.1,20.31,4250.0,1200000.0,1500000.0,25.0,660.0,650000.0,510.0,0.0,16.6,35.0,40.0
1445000,2021-06-19,Girraween,2,5,4,588,House,5590,35152,0.1,210.1,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
1420000,2021-06-19,Blakehurst,1,4,1,626,House,6219,37700,0.1,210.1,16.73,6500.0,1600000.0,1800000.0,12.5,770.0,805000.0,460.0,1.0,12.4,50.0,30.0
1395000,2021-06-19,Russell Lea,1,3,1,500,Apartment,5001,47684,0.1,210.1,6.33,5250.0,1850000.0,2400000.0,29.73,880.0,810000.0,530.0,5.0,15.7,30.0,15.0
1355000,2021-06-19,Smithfield,2,3,1,911,House,11972,23764,0.1,210.1,25.19,12250.0,710000.0,840000.0,18.31,450.0,600000.0,380.0,9.0,15.3,70.0,40.0
1336000,2021-06-19,Regents Park,3,4,2,562,House,4926,24908,0.1,210.1,16.99,5000.0,810000.0,950000.0,17.28,465.0,430000.0,390.0,11.0,13.9,35.0,30.0
1308000,2021-06-19,Canley Vale,1,3,0,1012,House,10216,20592,0.1,210.1,24.09,10500.0,815000.0,950000.0,16.56,430.0,390000.0,330.0,9.0,11.7,50.0,45.0
1300000,2021-06-19,Berala,1,3,3,557,House,9049,24544,0.1,210.1,16.36,9000.0,875000.0,1050000.0,20.0,490.0,460000.0,370.0,5.0,16.6,35.0,30.0
1197000,2021-06-19,Abbotsbury,2,4,2,603,House,4253,37492,0.1,210.1,32.42,4300.0,921000.0,1100000.0,19.44,637.5,725000.0,500.0,0.0,18.4,90.0,45.0
3700000,2021-06-20,Kensington,3,4,2,281,House,15004,26728,0.1,210.1,5.45,15000.0,2650000.0,3000000.0,13.21,920.0,850000.0,585.0,2.0,15.0,20.0,15.0
2500000,2021-06-20,Lindfield,2,4,1,916,House,9791,51064,0.1,210.1,10.35,10000.0,2850000.0,3150000.0,10.53,1000.0,1000000.0,620.0,0.0,13.2,35.0,25.0
2625000,2021-06-21,Collaroy,3,4,1,664,House,7870,49660,0.1,210.1,16.78,8000.0,2400000.0,3000000.0,25.0,1100.0,880000.0,575.0,0.0,16.6,60.0,40.0
2050000,2021-06-21,Caringbah,3,6,3,777,House,11658,42380,0.1,210.1,20.47,12000.0,1200000.0,1500000.0,25.0,700.0,690000.0,510.0,7.0,12.6,50.0,40.0
2000000,2021-06-21,Five Dock,1,3,2,392,House,9356,45552,0.1,210.1,7.69,10000.0,1700000.0,2000000.0,17.65,760.0,845000.0,590.0,5.0,16.1,40.0,20.0
1681000,2021-06-21,Baulkham Hills,1,3,2,930,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
1412000,2021-06-21,Baulkham Hills,3,3,1,443,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
1075000,2021-06-21,Liverpool,4,5,5,594,House,27084,24232,0.1,210.1,27.85,28000.0,720000.0,810000.0,12.5,440.0,425000.0,375.0,8.0,13.6,70.0,40.0
3300000,2021-06-22,Freshwater,2,2,2,682,House,8866,57044,0.1,210.1,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
2050000,2021-06-22,Matraville,2,3,2,310,House,9804,36452,0.1,210.1,11.18,10000.0,1600000.0,1850000.0,15.63,1000.0,910000.0,570.0,13.0,12.1,45.0,25.0
2025000,2021-06-22,Redfern,3,3,1,134,House,13213,51532,0.1,210.1,3.12,13500.0,1400000.0,1800000.0,28.57,850.0,970000.0,640.0,21.0,12.9,10.0,5.0
1842000,2021-06-22,Canterbury,2,3,3,645,House,7233,34632,0.1,210.1,10.09,7250.0,1300000.0,1500000.0,15.38,600.0,650000.0,500.0,1.0,19.2,25.0,20.0
1700000,2021-06-22,Eastwood,1,3,1,461,House,17865,30368,0.1,210.1,14.34,18000.0,1600000.0,1950000.0,21.88,690.0,750000.0,450.0,4.0,13.0,35.0,30.0
1475000,2021-06-22,Ramsgate,2,7,2,455,House,1114,35464,0.1,210.1,14.55,1200.0,1300000.0,1450000.0,11.54,650.0,680000.0,550.0,0.0,13.9,50.0,30.0
1450000,2021-06-22,Normanhurst,1,2,1,692,House,5290,38688,0.1,210.1,18.95,5500.0,1350000.0,1700000.0,25.93,710.0,870000.0,480.0,5.0,14.1,55.0,35.0
1220000,2021-06-22,Mount Druitt,3,5,7,1031,House,16726,26000,0.1,210.1,38.24,17000.0,655000.0,775000.0,18.32,395.0,395000.0,340.0,2.0,12.8,50.0,45.0
1160000,2021-06-22,Oatlands,2,3,2,214,House,5660,36660,0.1,210.1,18.77,5750.0,1450000.0,1800000.0,24.14,640.0,790000.0,550.0,6.0,15.6,55.0,30.0
1135000,2021-06-22,Brookvale,2,2,1,169,Apartment,3161,47320,0.1,210.1,12.63,3250.0,1250000.0,1500000.0,-100.0,790.0,780000.0,550.0,7.0,13.0,40.0,35.0
1100000,2021-06-22,Elderslie,2,4,2,566,House,6005,43160,0.1,210.1,50.48,6000.0,665000.0,770000.0,15.79,495.0,725000.0,375.0,5.0,7.2,120.0,60.0
1050000,2021-06-22,Macquarie Fields,1,1,1,1138,House,13714,26936,0.1,210.1,32.57,14000.0,575000.0,700000.0,21.74,390.0,430000.0,360.0,24.0,16.1,50.0,50.0
3520000,2021-06-23,Killara,3,5,2,1094,House,10574,49452,0.1,210.1,11.7,11000.0,2650000.0,2950000.0,11.32,1100.0,890000.0,625.0,0.0,13.7,25.0,25.0
3150000,2021-06-23,Summer Hill,1,5,1,468,House,7311,51636,0.1,210.1,7.42,7750.0,1700000.0,2100000.0,23.53,770.0,770000.0,475.0,1.0,15.2,30.0,20.0
1650000,2021-06-23,Lilyfield,2,4,1,131,House,7616,58916,0.1,210.1,4.57,8000.0,1700000.0,2000000.0,17.65,835.0,930000.0,530.0,11.0,12.0,25.0,10.0
1600000,2021-06-23,Turrella,4,7,3,455,House,2511,32292,0.1,210.1,9.65,2500.0,990000.0,1450000.0,46.46,620.0,680000.0,560.0,3.0,13.0,30.0,30.0
1360000,2021-06-23,Asquith,2,3,1,457,House,3376,40924,0.1,210.1,21.32,3500.0,1100000.0,1400000.0,27.27,590.0,625000.0,510.0,1.0,15.5,50.0,40.0
1300000,2021-06-23,St Peters,1,2,0,82,House,3145,58968,0.1,210.1,6.42,3250.0,1250000.0,1550000.0,24.0,770.0,870000.0,650.0,0.0,13.2,15.0,25.0
1100000,2021-06-23,Ingleburn,3,5,2,670,House,15039,33124,0.1,210.1,36.04,15000.0,645000.0,750000.0,16.28,415.0,410000.0,365.0,6.0,13.1,55.0,50.0
6625000,2021-06-24,Freshwater,2,3,2,866,House,8866,57044,0.1,210.1,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
2900000,2021-06-24,Miranda,4,4,2,803,House,15284,38272,0.1,210.1,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
1900000,2021-06-24,Melrose Park,1,3,2,575,House,1574,41028,0.1,210.1,13.84,1750.0,1500000.0,1750000.0,16.67,680.0,725000.0,500.0,3.0,12.0,50.0,30.0
1823000,2021-06-24,Belrose,2,5,5,708,House,8780,39728,0.1,210.1,15.92,9000.0,1550000.0,1800000.0,16.13,975.0,570000.0,470.0,0.0,14.6,50.0,30.0
1749000,2021-06-24,Haberfield,1,3,0,221,House,6457,41652,0.1,210.1,6.75,6750.0,2100000.0,2350000.0,11.9,800.0,725000.0,450.0,2.0,15.4,30.0,15.0
1617000,2021-06-24,Baulkham Hills,2,4,2,695,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
1100000,2021-06-24,Mount Pritchard,3,5,6,582,House,9955,24128,0.1,210.1,28.89,10000.0,640000.0,750000.0,17.19,430.0,725000.0,360.0,10.0,15.3,80.0,45.0
1001000,2021-06-24,Erskine Park,2,4,2,644,House,6436,40612,0.1,210.1,38.85,6500.0,720000.0,850000.0,18.06,430.0,725000.0,500.0,1.0,13.7,90.0,45.0
3000000,2021-06-25,Erskineville,2,4,0,158,House,8014,71812,0.1,210.1,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2640000,2021-06-25,Camperdown,2,3,0,164,House,10341,46228,0.1,210.1,3.63,11000.0,1350000.0,1800000.0,33.33,785.0,760000.0,620.0,4.0,11.7,20.0,15.0
2400000,2021-06-25,Eastlakes,2,3,3,446,House,6912,25740,0.1,210.1,7.32,7250.0,1450000.0,1650000.0,13.79,750.0,590000.0,475.0,20.0,11.4,30.0,20.0
2400000,2021-06-25,Miranda,3,5,2,613,House,15284,38272,0.1,210.1,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
2200000,2021-06-25,Botany,4,8,4,442,Apartment,10817,46800,0.1,210.1,9.37,11000.0,1500000.0,1700000.0,13.33,780.0,790000.0,600.0,6.0,10.6,35.0,20.0
2000000,2021-06-25,Lilyfield,2,3,1,177,House,7616,58916,0.1,210.1,4.57,8000.0,1700000.0,2000000.0,17.65,835.0,930000.0,530.0,11.0,12.0,25.0,10.0
1750000,2021-06-25,Oyster Bay,2,4,1,822,House,5488,47736,0.1,210.1,19.73,5550.0,1250000.0,1550000.0,24.0,685.0,725000.0,650.0,2.0,14.1,55.0,40.0
1726880,2021-06-25,Rockdale,2,3,1,251,House,15534,33852,0.1,210.1,11.79,16000.0,1150000.0,1350000.0,17.39,625.0,625000.0,510.0,2.0,15.9,20.0,25.0
1702000,2021-06-25,St Peters,1,3,0,142,House,3145,58968,0.1,210.1,6.42,3250.0,1250000.0,1550000.0,24.0,770.0,870000.0,650.0,0.0,13.2,15.0,25.0
1580000,2021-06-25,Forest Lodge,2,2,1,133,Apartment,4583,55276,0.1,210.1,3.18,4750.0,1700000.0,1950000.0,14.71,950.0,880000.0,610.0,6.0,11.5,25.0,12.0
1425000,2021-06-25,Woolloomooloo,2,3,1,181,Apartment,4011,57564,0.1,210.1,0.99,4250.0,1800000.0,2300000.0,27.78,850.0,1050000.0,650.0,22.0,10.1,12.0,10.0
1425000,2021-06-25,Carlton,3,4,1,499,House,10722,32656,0.1,210.1,14.29,11000.0,1250000.0,1400000.0,12.0,590.0,655000.0,465.0,2.0,14.7,30.0,25.0
1100000,2021-06-25,Girraween,1,3,2,488,House,5590,35152,0.1,210.1,25.65,5750.0,850000.0,975000.0,14.71,510.0,650000.0,460.0,5.0,9.4,60.0,35.0
1002000,2021-06-25,Cranebrook,3,5,2,952,House,15759,40716,0.1,210.1,49.66,16000.0,625000.0,750000.0,20.0,450.0,515000.0,390.0,9.0,12.3,95.0,55.0
6210000,2021-06-26,Seaforth,4,5,4,944,House,7139,55224,0.1,210.1,8.76,7250.0,2400000.0,2800000.0,16.67,1300.0,1300000.0,730.0,3.0,11.7,55.0,30.0
3750000,2021-06-26,Warrawee,2,4,3,1216,House,2995,51636,0.1,210.1,17.2,3100.0,2400000.0,3200000.0,33.33,1000.0,955000.0,610.0,0.0,13.7,40.0,30.0
3475000,2021-06-26,Birchgrove,3,3,2,354,House,3303,78780,0.1,210.1,2.94,3500.0,2100000.0,2800000.0,33.33,950.0,1300000.0,625.0,0.0,11.3,20.0,12.0
3300000,2021-06-26,Rodd Point,4,6,2,367,House,1376,44876,0.1,210.1,6.12,1500.0,1950000.0,2400000.0,23.08,865.0,725000.0,500.0,0.0,15.5,35.0,15.0
3120000,2021-06-26,Burwood,2,4,2,550,House,16030,24856,0.1,210.1,9.9,16500.0,1900000.0,2150000.0,13.16,700.0,790000.0,580.0,3.0,14.2,15.0,25.0
2750000,2021-06-26,Killarney Heights,3,5,2,708,House,4469,43836,0.1,210.1,10.33,4500.0,1800000.0,2200000.0,22.22,975.0,725000.0,650.0,0.0,15.0,45.0,30.0
2580000,2021-06-26,Killarney Heights,3,4,2,752,House,4469,43836,0.1,210.1,10.33,4500.0,1800000.0,2200000.0,22.22,975.0,725000.0,650.0,0.0,15.0,45.0,30.0
2520000,2021-06-26,Cabarita,2,3,3,556,House,1957,52988,0.1,210.1,8.88,2000.0,2500000.0,2650000.0,6.0,920.0,1700000.0,890.0,1.0,12.0,45.0,25.0
2375000,2021-06-26,Castle Hill,3,5,2,820,House,39594,40924,0.1,210.1,24.76,40000.0,1500000.0,1750000.0,16.67,690.0,845000.0,550.0,0.0,13.9,45.0,40.0
2240000,2021-06-26,Bardwell Park,4,5,2,421,House,2242,40040,0.1,210.1,11.08,2500.0,1150000.0,1500000.0,30.43,700.0,590000.0,450.0,0.0,18.0,30.0,30.0
2225000,2021-06-26,Lindfield,1,3,1,972,House,9791,51064,0.1,210.1,10.35,10000.0,2850000.0,3150000.0,10.53,1000.0,1000000.0,620.0,0.0,13.2,35.0,25.0
2100000,2021-06-26,Sylvania,2,4,2,720,House,10479,37284,0.1,210.1,19.33,10750.0,1250000.0,1600000.0,28.0,755.0,845000.0,510.0,3.0,11.8,50.0,40.0
2011000,2021-06-26,Lane Cove,2,3,2,626,House,10817,58084,0.1,210.1,6.67,11000.0,2250000.0,2600000.0,15.56,880.0,810000.0,550.0,1.0,14.0,30.0,20.0
1910000,2021-06-26,Telopea,2,3,2,910,House,5426,29536,0.1,210.1,17.4,5750.0,1150000.0,1420000.0,23.48,530.0,555000.0,440.0,22.0,7.7,60.0,35.0
1755000,2021-06-26,Castle Hill,1,3,2,696,House,39594,40924,0.1,210.1,24.76,40000.0,1500000.0,1750000.0,16.67,690.0,845000.0,550.0,0.0,13.9,45.0,40.0
1688888,2021-06-26,Yowie Bay,2,3,2,569,House,3074,45292,0.1,210.1,22.79,3200.0,1800000.0,2100000.0,16.67,825.0,725000.0,500.0,0.0,9.3,70.0,40.0
1575000,2021-06-26,Westleigh,3,4,2,1367,House,4456,44044,0.1,210.1,21.62,4500.0,1300000.0,1600000.0,23.08,760.0,725000.0,500.0,0.0,13.5,70.0,35.0
1500000,2021-06-26,Baulkham Hills,1,2,2,696,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
1385000,2021-06-26,Rockdale,1,2,1,283,House,15534,33852,0.1,210.1,11.79,16000.0,1150000.0,1350000.0,17.39,625.0,625000.0,510.0,2.0,15.9,20.0,25.0
1355000,2021-06-26,Kareela,2,3,2,575,House,3459,41132,0.1,210.1,20.63,3500.0,1150000.0,1400000.0,21.74,755.0,725000.0,570.0,0.0,17.3,60.0,40.0
1321000,2021-06-26,Hurlstone Park,1,3,2,329,House,4692,39624,0.1,210.1,9.03,4750.0,1450000.0,1800000.0,24.14,680.0,715000.0,480.0,2.0,22.3,20.0,25.0
1303000,2021-06-26,Milperra,2,5,3,556,House,3952,36244,0.1,210.1,22.57,4000.0,855000.0,975000.0,14.04,560.0,725000.0,500.0,0.0,14.4,55.0,35.0
1296000,2021-06-26,St Johns Park,2,3,3,700,House,6119,23920,0.1,210.1,28.54,6250.0,780000.0,910000.0,16.67,490.0,725000.0,395.0,3.0,17.1,75.0,50.0
1170000,2021-06-26,Castle Hill,2,3,2,294,House,39594,40924,0.1,210.1,24.76,40000.0,1500000.0,1750000.0,16.67,690.0,845000.0,550.0,0.0,13.9,45.0,40.0
1077000,2021-06-26,Lansvale,2,4,2,767,House,2570,25376,0.1,210.1,23.35,2750.0,725000.0,850000.0,17.24,480.0,725000.0,500.0,4.0,15.3,90.0,45.0
1039000,2021-06-26,Prospect,2,3,4,610,House,4716,37544,0.1,210.1,29.21,4750.0,760000.0,850000.0,11.84,450.0,545000.0,420.0,1.0,14.2,80.0,35.0
1600000,2021-06-27,Baulkham Hills,2,4,2,695,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
1570000,2021-06-27,Baulkham Hills,2,3,2,750,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
10080000,2021-06-28,Warrawee,4,6,4,2151,House,2995,51636,0.1,210.1,17.2,3100.0,2400000.0,3200000.0,33.33,1000.0,955000.0,610.0,0.0,13.7,40.0,30.0
6408000,2021-06-28,Roseville,2,4,2,1041,House,10082,51896,0.1,210.1,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
2950000,2021-06-28,Bexley,7,7,4,677,House,19733,31512,0.1,210.1,12.84,20500.0,1100000.0,1400000.0,27.27,610.0,640000.0,460.0,1.0,11.4,35.0,30.0
2450000,2021-06-28,Surry Hills,4,4,0,101,House,16412,60320,0.1,210.1,2.14,17000.0,1750000.0,2000000.0,14.29,910.0,810000.0,620.0,11.0,11.0,10.0,15.0
1980000,2021-06-28,Baulkham Hills,2,5,2,755,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
1551000,2021-06-28,Baulkham Hills,1,3,1,696,House,37050,41288,0.1,210.1,24.81,37000.0,1200000.0,1400000.0,16.67,590.0,730000.0,510.0,1.0,14.5,35.0,30.0
1470000,2021-06-28,Lakemba,1,3,4,836,House,17023,22204,0.1,210.1,13.76,17250.0,875000.0,1000000.0,14.29,510.0,380000.0,360.0,2.0,17.1,30.0,30.0
1225000,2021-06-28,Rockdale,1,3,1,240,House,15534,33852,0.1,210.1,11.79,16000.0,1150000.0,1350000.0,17.39,625.0,625000.0,510.0,2.0,15.9,20.0,25.0
7770000,2021-06-29,Longueville,3,4,2,696,House,2060,72904,0.1,210.1,5.6,2100.0,4000000.0,4500000.0,12.5,1400.0,725000.0,500.0,0.0,11.3,35.0,20.0
2700000,2021-06-29,Sylvania,4,6,2,563,House,10479,37284,0.1,210.1,19.33,10750.0,1250000.0,1600000.0,28.0,755.0,845000.0,510.0,3.0,11.8,50.0,40.0
2300000,2021-06-29,Lewisham,2,5,1,348,House,3164,48204,0.1,210.1,6.74,3250.0,1400000.0,1700000.0,21.43,760.0,775000.0,510.0,1.0,12.6,20.0,20.0
1725000,2021-06-29,Woolooware,3,4,7,589,House,3962,44408,0.1,210.1,20.92,4000.0,1700000.0,2000000.0,17.65,900.0,750000.0,540.0,0.0,15.0,50.0,40.0
1356000,2021-06-29,Manly Vale,1,2,2,149,Apartment,6160,48620,0.1,210.1,10.57,6250.0,2000000.0,2600000.0,30.0,930.0,775000.0,570.0,3.0,13.8,45.0,30.0
1290000,2021-06-29,Westleigh,2,2,1,392,House,4456,44044,0.1,210.1,21.62,4500.0,1300000.0,1600000.0,23.08,760.0,725000.0,500.0,0.0,13.5,70.0,35.0
1285000,2021-06-29,Roseville,2,3,2,238,Apartment,10082,51896,0.1,210.1,9.54,10500.0,2500000.0,2900000.0,16.0,1100.0,925000.0,605.0,0.0,15.3,22.0,25.0
1200000,2021-06-29,Wentworth Point,2,3,2,154,Apartment,6994,56524,0.1,210.1,12.9,7000.0,1200000.0,1500000.0,19.05,560.0,670000.0,530.0,0.0,13.0,45.0,25.0
5340000,2021-06-30,Clontarf,4,7,3,630,House,1737,59280,0.1,210.1,7.69,1800.0,3700000.0,1500000.0,-100.0,1450.0,725000.0,500.0,0.0,13.4,55.0,25.0
3250000,2021-06-30,Freshwater,3,3,2,840,House,8866,57044,0.1,210.1,12.07,9000.0,2450000.0,3100000.0,26.53,1300.0,840000.0,600.0,1.0,13.3,60.0,30.0
2700000,2021-06-30,Monterey,3,5,2,468,House,4532,37232,0.1,210.1,13.19,4750.0,1450000.0,1850000.0,27.59,690.0,700000.0,460.0,1.0,13.9,40.0,25.0
2600000,2021-06-30,Pyrmont,2,3,2,179,Apartment,12813,57772,0.1,210.1,1.67,13500.0,1550000.0,2000000.0,29.03,800.0,1000000.0,730.0,5.0,13.7,10.0,8.0
